District,School_Name,Grade,latitude_long,Lat,Long,Public
Wayzata,Sunset Hill Elementary School,,"44.9799939,-93.4450378",44.9799939,-93.4450378,TRUE
Wayzata,Central Middle School,,"44.9804074,-93.4841103",44.9804074,-93.4841103,TRUE
Wayzata,East Middle School,,"44.9800434,-93.4334558",44.9800434,-93.4334558,TRUE
Wayzata,West Middle School,,"44.9752066,-93.5184192",44.9752066,-93.5184192,TRUE
Wayzata,Wayzata High School,,"45.0452242,-93.511113",45.0452242,-93.511113,TRUE
Wayzata,Blake Lower School-Highcroft Campus,,"44.92379842945, -93.38562788395565",44.92379843,-93.38562788,FALSE
Wayzata,Redeemer Christian Academy,,"44.97631077317497, -93.52307040854781",44.97631077,-93.52307041,FALSE
Wayzata,St. Bartholomew,,"44.9765843039201, -93.49622295146573",44.9765843,-93.49622295,FALSE
Wayzata,Hand in Hand Montessori-West Campus,,"44.97023045574239, -93.5294512225794",44.97023046,-93.52945122,FALSE
Wayzata,Providence Academy,,"45.04519239132015, -93.47096744531935",45.04519239,-93.47096745,FALSE
Wayzata,West Lutheran High School,,"45.01760918709044, -93.46240135087318",45.01760919,-93.46240135,FALSE
Wayzata,Fourth Baptist,,"44.98842480666536, -93.42691829320373",44.98842481,-93.42691829,FALSE
Wayzata,Brightmont Academy,,"45.02334512825937, -93.34032146864322",45.02334513,-93.34032147,FALSE
Wayzata,Excel High School,,"44.97356110018827, -93.46502410299627",44.9735611,-93.4650241,FALSE
Wayzata,Northgate Academy,,"44.90102631688655, -93.4068265212492",44.90102632,-93.40682652,FALSE
Wayzata,Children's Workshop Montessori,,"44.98932383646634, -93.5779339152257",44.98932384,-93.57793392,FALSE
Wayzata,Step by Step Montessori,,"44.99397822411146, -93.47100293341414",44.99397822,-93.47100293,FALSE
Orono,Orono High School,,"44.9951293,-93.5967776",44.9951293,-93.5967776,TRUE
Orono,Orono Middle School,,"44.992844,-93.594133",44.992844,-93.594133,TRUE
Orono,Orono Intermediate School,,"44.9909379,-93.5968465",44.9909379,-93.5968465,TRUE
Orono,Orono Schumann Elementary,,"44.992199,-93.594284",44.992199,-93.594284,TRUE
Orono,Orono Community Education,,"44.991162,-93.594287",44.991162,-93.594287,TRUE
Orono,Holy Name of Jesus,,"45.842057629540484, -91.69259611075242",45.84205763,-91.69259611,FALSE
Orono,Children's Workshop Montessori,,"45.812464497293334, -92.15214944150652",45.8124645,-92.15214944,FALSE
Westonka,Shirley Hills Primary School,,"44.9337364,-93.6571139",44.9337364,-93.6571139,TRUE
Westonka,Mound Westonka High School,,"44.9566892,-93.670187",44.9566892,-93.670187,TRUE
Westonka,Hilltop Primary School,,"44.9532751,-93.6697295",44.9532751,-93.6697295,TRUE
Westonka,Grandview Middle School,,"44.9439994,-93.6683357",44.9439994,-93.6683357,TRUE
Westonka,Our Lady of the Lake,,,,,FALSE
Minnetonka,Clear Springs Elementary School,,"44.901094,-93.511363",44.901094,-93.511363,TRUE
Minnetonka,Deephaven Elementary School,,"44.9033,-93.56635",44.9033,-93.56635,TRUE
Minnetonka,Excelsior Elementary School,,"44.8998838,-93.5694632",44.8998838,-93.5694632,TRUE
Minnetonka,Groveland Elementary School,,"44.9427661,-93.4977659",44.9427661,-93.4977659,TRUE
Minnetonka,Minnewashta Elementary School,,"44.9003313,-93.6157762",44.9003313,-93.6157762,TRUE
Minnetonka,Scenic Heights Elementary School,,"44.90253,-93.493072",44.90253,-93.493072,TRUE
Minnetonka,Middle School East,,"44.9288169,-93.495361",44.9288169,-93.495361,TRUE
Minnetonka,Middle School West,,"44.887618,-93.581471",44.887618,-93.581471,TRUE
Minnetonka,Minnetonka High School,,"44.9109046,-93.5104471",44.9109046,-93.5104471,TRUE
Minnetonka,Tonka Online,,,#VALUE!,,TRUE
Minnetonka,St. John the Baptist Catholic Montessori,,"44.89726224000518, -93.55735355543355",44.89726224,-93.55735356,FALSE
Minnetonka,Our Savior Lutheran,,"44.89442651445444, -93.57613169281689",44.89442651,-93.57613169,FALSE
Minnetonka,St. Therese,,"44.97391996842689, -93.65256224921914",44.97391997,-93.65256225,FALSE
Minnetonka,Excelsior Covenant,,"44.909592753059194, -93.53113141316672",44.90959275,-93.53113141,FALSE
Minnetonka,The French Academie,,"44.89582530649623, -93.43478522314732",44.89582531,-93.43478522,FALSE
Minnetonka,Deephaven Academy,,,#VALUE!,,FALSE
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Anoka-Hennepin,Adams Elementary School,,"45.1335801,-93.2908052",45.1335801,-93.2908052,TRUE
Anoka-Hennepin,Andover Elementary School,,,#VALUE!,,TRUE
Anoka-Hennepin,Brookside Elementary School,,,,,TRUE
Anoka-Hennepin,Champlin-Brooklyn Park Academy for Math & Environmental Sciences,,"45.1519454,-93.3575017",45.1519454,-93.3575017,TRUE
Anoka-Hennepin,Crooked Lake Elementary School,,,,,TRUE
Anoka-Hennepin,Dayton Elementary School,,,,,
Anoka-Hennepin,Eisenhower Elementary,,,,,
Anoka-Hennepin,Evergreen Park Elementary,,,,,
Anoka-Hennepin,Hamilton Elementary School,,,,,
Anoka-Hennepin,Hoover Elementary School,,,,,
Anoka-Hennepin,Jefferson High School,,,,,
Anoka-Hennepin,Johnsville Elementary School,,,,,
Anoka-Hennepin,Lincolm Elementary School for the Arts,,,,,
Anoka-Hennepin,Madison Elementary School,,,,,
Anoka-Hennepin,McKinley Elementary School,,,,,
Anoka-Hennepin,Mississippi Elementary School,,,,,
Anoka-Hennepin,Monroe Elementary School,,,,,
Anoka-Hennepin,Morris Bye Elementary School,,,,,
Anoka-Hennepin,Oxbow Creek Elementary School,,,,,
Anoka-Hennepin,Ramsey Elementary School,,,,,
Anoka-Hennepin,Sand Creek Elementary School,,,,,
Anoka-Hennepin,Sunrise Elementary School,,,,,
Anoka-Hennepin,University Avenue Elementary School,,,,,
Anoka-Hennepin,Wilson Elementary School,,,,,
Anoka-Hennepin,Anoka Middle School for the Arts,,,,,
Anoka-Hennepin,Coon Rapids Middle School,,,,,
Anoka-Hennepin,Jackson Middle School,,,,,
Anoka-Hennepin,Northdale Middle School,,,,,
Anoka-Hennepin,Oak View Middle School,,,,,
Anoka-Hennepin,Roosevelt Middle School,,,,,
Anoka-Hennepin,Andover High School,,,,,
Anoka-Hennepin,Anoka High School,,,,,
Anoka-Hennepin,Blaine High School,,,,,
Anoka-Hennepin,Champlin Park High School,,,,,
Anoka-Hennepin,Coon Rapids High School,,,,,
Anoka-Hennepin,Sandburg Regional High School,,,,,
Anoka-Hennepin,Anoka-Hennepin Technical High School,,,,,
Anoka-Hennepin,Secondary Technical High School,,,,,
